date,abstract,rating,workLifeBalance,cultureAndValues,careerOpportunities,compensationAndBenefits,seniorManagement,authorJobTitle,tenure,pro,con
"July 22, 2015",Horrible,1.0,1.0,1.0,1.0,1.0,1.0,,I worked at Bharti Airtel ,"No pros, mostly politics is the rule of the game. If you are interested in politics and no work you will find some amazing people here.","Just pretty much the worst company I have worked for. No pros, mostly politics is the rule of the game. If you are interested in politics and no work you will find some amazing people here."
"June 14, 2015",currently working with bharti group as a store manager,5.0,5.0,5.0,5.0,,,Current Employee - Store Manager,I have been working at Bharti Airtel full-time for less than a year,First of all this is the no 1 telecom brand leading till date second thing is we can do our job very piece fully and management is very concern about customer service.,when second time airtel launched 3G that moment of time network problem was huge and customers are really suffered.
"June 10, 2015",DSL Engineer,4.0,,,,,,Current Employee - Quality Inspector,I have been working at Bharti Airtel full-time for more than a year,"Its give experience, exposure and knowledge","no incentives, low salary, no career growth"
"June 26, 2015",Airtel Kenya general overview,2.0,1.0,1.0,3.0,3.0,2.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Great opportunity to learn something new,"Political work culture   Emphasis on performance is low and undermined, can be discouraging for high performers"
"June 25, 2015",Great company to work,3.0,2.0,2.0,3.0,4.0,3.0,Senior Executive,I worked at Bharti Airtel ,"Complete responsibility is given in Airtel , team is full supportive",Less incentives for field jobs
"June 19, 2015",Manager,3.0,4.0,4.0,4.0,2.0,3.0,,I worked at Bharti Airtel ,Good Learning at Airtel. It gives you big platform to work,"No, nothing significant Cons observed."
"May 31, 2015",fast pace and high growth company,5.0,4.0,5.0,5.0,4.0,5.0,Current Employee - New Jersey,I have been working at Bharti Airtel full-time for more than a year,"Very flat organization and access to senior management is very easy; very aggressive to close deals ""finds ways to do deals""",all support functions based in India; time zone differences needs to be planned when requiring support
"June 2, 2015",Senior Manager - Retail Channel,4.0,2.0,3.0,4.0,4.0,3.0,Current Employee - Retail Associate,I have been working at Bharti Airtel full-time for more than a year,Great company to work for,"You may need to work for lengthy hours, especially if you are in sales and distribution"
"May 31, 2015",NA,5.0,,,,,,Territory Sales Manager,I have been working at Bharti Airtel ,Company Cares for you at every step,there are no cons for the company
"May 30, 2015",Carrier relations manager,4.0,3.0,3.0,3.0,4.0,4.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 3 years,Good employer to work with,Lot of scope to work with
"May 30, 2015",Project Manager,4.0,4.0,5.0,3.0,4.0,4.0,Current Employee - Project Manager,I have been working at Bharti Airtel full-time for more than 5 years,Largest ISP in India. Different product to work upon. Friendly environment to work upon  with cross functional team. Diversity of product,less Global exposer due to this lack in global process followed in an organization.
"June 13, 2015",leading telco player,3.0,2.0,3.0,4.0,3.0,2.0,Former Employee - Assistant Manager,I worked at Bharti Airtel full-time for more than 5 years,"Young energetic, workacholic, good perks are the plus to work with",Young leaders are given more chances
"May 26, 2015",It,5.0,3.0,5.0,4.0,2.0,,Trainee,I worked at Bharti Airtel  for less than a year,Very well defined work and organized work culture within the company.,Target is much more higher than other telecom companies
"June 2, 2015",tsm,3.0,1.0,4.0,3.0,2.0,3.0,Current Employee - Rural Territory Manager,I have been working at Bharti Airtel full-time for more than a year,"Good learning, team work, responsibilities, team handling","personal life imbalance, salary not upto"
"May 23, 2015",Life at Bharti Airtel for Management Trainee,4.0,4.0,4.0,3.0,4.0,4.0,Current Employee - Business Analyst,I have been working at Bharti Airtel full-time for more than a year,Work Life balance  Exciting work - there is always something new to look forward to  Internal growth opportunities,"Exit opportunities are rare  Compensation not very high when compared to the likes of P&G , HUL ,etc."
"May 16, 2015",life at airtel,4.0,2.0,4.0,4.0,3.0,,,I have been working at Bharti Airtel  for more than a year,Great work experience  Immense growth opportunities  Great colleagues   Good amount of perks  Good brand name,no work life balance  Bosses assign all work on weekends because of some or the other review on Monday
"May 28, 2015",tsm,3.0,2.0,3.0,3.0,2.0,4.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than a year,Good work enviornment  Great learning oppurtunites  Transperent culture  Employee friendly policies  Cross functional team work  Good growth oppurtunites to grow in organization,Work life balance: Be prepared to work late and on saturdays  Legacy Systems  Remuneration is not up to the mark
"May 13, 2015",how does it work here,4.0,2.0,4.0,4.0,4.0,5.0,Manager,I have been working at Bharti Airtel  for more than a year,good hr policies  good learning opportunities and growth scope,work life balance can take a hit
"May 25, 2015",Neutral experience,3.0,,,,,,,I worked at Bharti Airtel ,Brand name Clean office Growth opportunities Friendly collegues Prime location,Work life balance is the only problem working @ airtel.
"May 23, 2015",Good,3.0,1.0,3.0,3.0,3.0,3.0,,I have been working at Bharti Airtel ,Good organisation with visionary leadership and focused business objectives,"Very goal focused, work life balance an issue, exposure to new technologies not there"
"May 21, 2015",Bharti Airtel Review,3.0,2.0,4.0,3.0,3.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 10 years,Fast paced company inclined towards major business expansion. The major strength is the presence in almost all cities of India.,Have seen lot of attraction and employee dissatisfaction in the last few years.
"May 3, 2015",Not yet a product company,4.0,4.0,2.0,4.0,4.0,4.0,Current Employee - Product Manager,I have been working at Bharti Airtel full-time for more than a year,Great Top Management  Willingness to accept faults and shortcomings,"A network centric company  Is a telco, not a product company/internet company"
"May 1, 2015",Helps to bridge the gap between academy and industry,4.0,5.0,5.0,5.0,4.0,4.0,Intern,I worked at Bharti Airtel ,Great exposure to Technical field.,"Everyone will be busy in there work, most of thing you have to learn on your own."
"May 12, 2015",Doesnt recommend,2.0,1.0,3.0,3.0,2.0,2.0,Former Employee - Senior Network Engineer,I worked at Bharti Airtel full-time for more than 3 years,Good learning for few initial days .   Good exposure to technical aspects   Nice and clean ambience to sit in,"Here it goes ,   1 ) Salary compensation is below market value  2) Poor/zero training for new employees  3) Long working hours without any remuneration .  4) HR policies very shaky   5) Lots of politics and back stabbing   6) Bully managers   7) Cant celebrate holidays ( Diwali , Holi , Christmas , Eid ) as NOC is 24*7 and if you dont come to office then Airtel World will come to an end and you will lose your peanuts in appraisal .  8) No proper SOPs ( standard operating procedures ) , every thing can be done with goodwill and brotherhood with clients ( So if you follow SOP , then maybe you my end up hurting your boss' ego someday  9) Poor transport services . ( If you miss your bus timings then you have to cover almost 30 kms by yourself amidst dust and sweat and tension and fatigue and so on and on  10) At the end of financial year , you will be told that company is in loss ( For past 4 years , company was in loss but still working for welfare of poor people . ROFL) so don't expect good raise .   11) Quantity of work is important , quality is ignored .   12 ) Last but not the least , never bad mouth your seniors/peers/mangers or VPs or anybody , not even joke about them cause atleast 7 out of 10 employees are relatives of higher management/team-leads ."
"May 12, 2015",Average Place to work,3.0,3.0,5.0,2.0,4.0,4.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Good managers  Excellent team members.  Work hard and party harder fits in well.,Over qualified people working on tasks which can be completed by less qualified people.    Bureaucratic environment.     HR unavailable always.
"May 11, 2015",network engineer,2.0,2.0,3.0,1.0,2.0,1.0,Former Employee - Executive,I worked at Bharti Airtel full-time for more than 3 years,Salary comes on 24th each month.  Appraisals better than average,Too much work n long working hours  Management doesnt care abt employees  No growth
"April 17, 2015","Head of Talent, Learning & Development",5.0,5.0,5.0,5.0,5.0,5.0,"Head of Talent, Learning & Development",I have been working at Bharti Airtel ,Empowerment and Discretion to do your work without Managers interference,None i can think of
